SRF034.B,SRF035.B,SRF036.B,SRF037.B,SRF038.B,SRF039.B,SRF061.B,SRF062.B,SRF063.B,SRF064.B,SRF019.B,SRF020.B,SRF021.B,SRF022.B,SRF023.B,SRF024.B,SRF025.B,SRF026.B,SRF027.B,SRF028.B,SRF029.B,SRF030.B,SRF031.B,SRF032.B,SRF033.B,SRF072.B,SRF073.B,SRF065.B,SRF066.B,SRF067.B,SRF068.B,SRF069.B,SRF070.B,SRF071.B,SRF001.B,SRF002.B,SRF003.B,SRF004.B,SRF005.B,SRF006.B,SRF007.B,SRF008.B,SRF009.B,SRF010.B,SRF011.B,SRF012.B,SRF013.B,SRF014.B,SRF015.B,SRF016.B,SRF017.B,SRF018.B,L9,L10,L7,L4
4,4,4,4,4,4,4,4,4,4,3,4,3,3,1,3,4,4,4,4,5,1,3,4,4,50,4,5,7,6,4,7,1,7,3,4,1,1,6,6,4,4,3,4,6,6,3,6,3,6,4,4,-0.35662854993464377,-0.13982140257267167,-0.2432548137390662,-0.08767700975095462
7,7,7,7,7,7,4,4,1,5,5,6,5,5,6,7,6,6,6,6,5,6,6,6,6,88,5,5,7,1,2,2,6,2,6,4,3,6,1,4,4,4,2,5,2,4,4,5,2,1,4,3,0.16564464639479862,0.06690633190723262,0.0971267471287666,0.09253420905818291
5,5,6,6,6,6,1,7,4,2,2,1,7,4,2,1,2,1,1,1,1,1,3,2,3,34,1,5,5,4,4,2,7,5,2,1,1,4,5,4,2,5,3,2,5,1,3,2,4,5,3,1,-0.45562827792932065,-0.19753528120976926,-0.34291802680124983,-0.1542885470969896
3,2,2,3,2,4,6,6,2,7,5,2,1,1,3,4,6,1,4,5,6,1,1,1,4,33,3,4,4,5,4,4,3,1,5,1,3,2,1,5,1,1,4,2,3,2,1,4,5,1,5,3,-0.5391576357592938,-0.16403435244774794,-0.4149875690829858,-0.15940966050261834
4,5,4,3,5,5,3,4,7,7,4,5,4,5,4,5,4,6,3,1,5,1,4,1,4,50,4,5,1,7,2,3,7,6,6,3,1,1,6,6,5,5,6,6,6,5,3,2,2,3,6,1,-0.19152790082242402,-0.10933282283455177,-0.062248633432787505,-0.07808754249424335
5,5,5,7,5,6,4,4,1,5,3,5,2,4,3,5,4,2,3,3,4,4,3,5,4,45,4,4,5,5,5,4,5,2,4,3,3,6,4,4,5,2,5,4,5,3,3,4,2,6,5,2,-0.1474716671985085,-0.03770825428780462,-0.07573146520317695,-0.03370428357767351
7,7,7,7,7,7,7,1,1,1,7,6,6,6,5,5,6,4,3,2,6,2,3,2,4,75,3,1,5,5,4,4,3,4,3,3,2,5,5,5,5,5,4,3,5,5,5,5,4,4,4,2,-0.027111469638489632,-0.054905876608379464,0.03009480339171846,-0.0664200794286151
7,7,7,4,4,4,7,7,2,4,7,7,3,7,6,7,7,3,5,6,7,6,7,5,2,70,5,7,7,7,7,7,7,5,5,6,4,5,2,4,4,1,1,4,3,6,4,6,1,4,6,3,0.09264343908123926,0.0047114852508506,0.09074542865901858,-0.008147972075430106
7,7,7,7,7,7,4,6,2,7,5,6,2,7,6,6,7,7,6,6,6,5,7,6,6,70,5,2,6,2,6,1,6,2,6,6,4,5,2,4,5,2,2,5,5,5,5,5,1,4,5,2,0.2214061524896605,0.08258480875587779,0.17539247450101905,0.09726185689538315
6,4,6,4,6,4,NA,NA,NA,NA,5,7,7,6,7,7,7,4,6,6,7,7,6,6,6,70,4,NA,NA,NA,NA,NA,NA,NA,6,5,5,6,5,2,4,3,5,4,1,5,5,6,3,6,6,5,0.21993532217399622,0.07797030496603652,0.13839398918999718,0.05432659539762421
5,5,4,5,6,4,6,5,5,7,5,6,3,3,5,6,7,3,7,5,7,4,7,5,6,40,4,3,4,3,3,3,3,4,3,1,3,4,2,4,3,3,3,3,3,5,3,3,1,3,4,3,-0.1732093201366101,-0.04525519832665173,-0.06377965643280888,-0.08127968662570137
5,6,4,3,7,5,4,6,3,7,7,7,7,7,5,6,7,4,5,6,7,7,7,6,5,75,5,6,4,3,3,1,7,5,6,3,3,6,1,4,5,1,2,5,3,6,5,6,3,4,5,1,0.16017298111569897,0.03568241683848996,0.11615172044677206,0.031106529342113044
5,4,5,4,4,4,6,5,3,6,6,5,5,3,3,6,2,2,2,2,6,3,5,5,6,75,4,6,6,5,6,5,6,5,5,4,2,4,3,5,3,4,4,2,5,4,3,4,3,5,4,3,-0.21564678064824166,-0.06436865860470402,-0.1365421151546768,-0.05746750408681404
7,7,7,7,7,7,7,3,1,7,7,7,7,7,5,7,7,5,7,6,7,5,7,6,7,80,6,3,4,1,1,1,7,3,6,6,5,5,3,1,5,3,1,6,4,6,4,4,1,2,4,6,0.3433116410796382,0.15227692802951587,0.28102835624532896,0.1441787212773687
5,6,7,3,4,4,4,1,3,7,4,5,5,7,5,3,7,4,3,4,5,2,3,2,4,35,2,1,4,3,3,2,7,2,3,4,1,3,5,3,3,4,5,3,6,4,6,6,2,3,3,2,-0.09837911412257604,-0.08512943551808232,-0.0770802781134839,-0.06091225352529785
5,5,7,4,5,5,1,7,1,6,5,5,5,5,5,5,3,4,4,4,5,3,4,4,4,80,4,4,4,3,4,4,3,6,6,4,2,6,1,2,2,2,1,2,2,5,4,4,2,3,4,4,-0.07792645699030452,-0.03608480409028472,-0.17287230165079956,-6.608439831084876e-4
3,5,5,6,4,7,2,4,1,7,7,7,4,5,4,3,3,7,7,4,3,6,5,5,7,40,4,5,6,6,1,6,7,6,2,3,4,6,2,4,3,3,1,1,5,6,2,6,1,3,3,4,0.05847841745607032,0.023871259906807128,-0.018222986210064025,-6.065190488721948e-4
4,4,4,4,4,4,5,3,1,7,7,7,3,5,5,7,6,4,1,3,7,1,5,1,5,60,6,1,6,7,3,1,5,4,5,2,2,6,6,6,4,1,6,3,6,6,4,6,1,6,6,4,-0.13568134046017588,-0.05853199149751588,-0.031247100968346764,-0.08866813698615836
3,4,5,4,5,3,4,3,4,6,6,6,6,7,5,7,6,5,4,4,6,2,4,3,4,62,4,3,5,3,3,4,4,4,3,6,3,3,3,3,3,3,2,3,3,4,3,4,2,4,3,3,-0.005637147953123628,-0.05704248497182603,-0.0016599997326764316,-0.05382529045666664
5,5,5,6,6,6,6,7,3,6,6,6,6,6,6,5,6,6,7,4,6,3,6,4,5,50,5,3,5,2,4,2,6,3,5,5,4,5,5,2,5,3,2,6,5,4,4,6,5,3,5,3,0.10155914597439286,0.02709133645905614,0.1501843940400262,0.027845460037202084
4,4,4,4,4,4,4,4,4,4,4,5,6,6,5,6,6,3,4,5,4,3,4,3,6,75,4,1,4,5,3,2,6,5,4,5,5,3,5,5,3,4,4,5,6,4,2,4,3,4,5,5,-0.015916769514950514,-0.031044083142305966,0.08928559373142862,-0.028906067819530746
7,4,7,4,4,4,6,2,1,7,4,6,4,6,3,7,6,4,3,4,6,4,5,5,4,70,4,1,4,3,5,4,6,5,3,4,3,4,5,4,2,3,1,4,4,4,2,5,3,3,4,3,0.02281785662313154,-0.01509375174789131,-0.003780307846704187,-0.02741182487813156
7,7,7,6,7,7,7,5,6,7,7,7,6,7,7,7,7,1,6,7,7,7,7,7,7,99,7,4,3,4,1,4,1,1,5,5,6,4,6,2,6,1,2,6,1,6,5,6,1,1,5,6,0.24973311565244435,0.14098833242319678,0.19616376012286843,0.1335219216354816
7,7,7,7,7,7,7,3,3,7,6,7,7,7,7,7,7,7,7,7,7,6,6,6,6,90,5,4,5,4,5,3,5,5,6,6,5,6,4,3,6,3,3,3,3,6,6,6,3,4,6,3,0.3146189874140631,0.11161537905424226,0.187707161725521,0.09341510438641218
5,7,7,7,5,5,7,7,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,96,4,1,7,1,1,1,7,5,4,6,1,3,1,1,6,1,1,6,6,6,4,6,1,5,4,3,0.3165857706959864,0.050106704704743946,0.17298634661385662,0.09743874679696879
7,7,7,4,4,5,1,1,4,7,7,7,7,7,1,7,7,7,4,7,7,4,7,4,7,80,5,7,7,3,2,5,7,1,6,6,3,6,4,6,6,6,1,5,6,6,6,6,3,6,6,4,0.149811376356327,0.034143417124855316,0.14951218497487806,0.09340350475789917
7,6,6,6,6,6,6,6,1,6,4,5,6,6,3,7,5,1,4,2,6,2,6,4,3,75,4,2,6,3,4,4,6,2,4,5,1,3,3,5,3,1,3,2,4,5,6,6,4,2,4,1,-0.15890895480756767,-0.053879944719610426,-0.12391340109704352,-0.06281258756177624
5,4,4,4,4,4,6,5,4,4,6,6,4,3,6,6,6,5,6,4,6,5,6,5,5,90,4,5,6,3,4,5,6,6,5,5,4,5,2,4,5,2,3,4,2,4,5,4,1,3,5,4,0.007334350593497213,-0.011591476064355802,0.04178576819686662,-0.013909474988218951
5,5,6,6,6,5,5,5,6,6,5,6,5,5,5,6,6,6,6,6,6,6,5,6,6,80,5,5,5,6,6,6,6,6,5,5,2,4,4,5,4,4,5,5,4,3,3,6,4,5,5,4,0.06941979030940039,0.018390272269074966,0.04970633792828204,0.04770524101455805
7,7,6,4,6,4,6,1,1,7,7,6,6,5,6,6,3,7,3,3,7,7,7,6,6,80,5,1,5,5,4,4,3,5,5,6,4,4,1,4,6,5,1,5,4,6,6,6,1,2,6,1,0.21479832340575525,0.021703045676895433,0.19688484427101097,0.05272872343132244
4,4,4,4,4,4,5,5,5,6,6,5,6,6,5,5,5,3,5,3,5,5,5,3,5,82,5,6,5,5,3,3,5,5,3,5,5,3,4,4,3,4,3,4,5,3,4,4,3,4,4,5,0.002072919014386933,-0.03252391788427774,0.003844310965644568,-0.022525617829023476
4,4,4,4,4,4,4,4,3,5,7,7,2,6,7,5,4,4,4,5,7,4,7,4,4,80,6,4,4,3,6,3,4,3,4,4,2,4,1,2,4,4,1,4,1,6,6,4,1,1,6,1,0.025981745771368293,-0.046566161412474265,-0.017889021073964013,-0.033815502717071094
6,4,6,2,2,2,2,6,2,4,2,2,6,6,2,2,2,4,2,6,4,6,4,4,2,29,3,6,4,4,6,6,6,6,5,2,2,5,5,5,5,5,5,2,5,5,2,5,5,5,2,2,-0.2574080982404803,-0.15074213778355888,-0.35907433069558825,-0.08412007076510013
7,2,1,7,7,3,NA,NA,NA,NA,4,7,2,7,7,1,1,1,1,6,7,1,7,1,1,85,4,1,7,1,3,1,7,4,5,2,1,5,1,2,5,1,6,6,6,1,6,3,6,6,6,2,-0.04732729211441246,-0.06095128585111666,0.007574990998545752,-0.11211321693850944
6,5,7,7,7,7,7,4,5,6,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,7,7,5,1,7,7,1,2,1,4,6,6,1,6,6,1,6,1,4,3,6,6,6,1,-0.5872307984196702,-0.20034833789277476,-0.33540686677917464,-0.2262231351590221
7,7,7,7,7,7,7,4,1,7,5,4,5,1,1,4,3,1,1,1,3,4,4,1,4,4,1,7,4,7,7,7,7,4,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,6,1,6,6,6,6,1,-0.3773982969843418,-0.11248852753712331,-0.09971793929241916,-0.10923710671997777
6,6,6,6,6,7,6,2,2,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,90,7,5,3,5,5,5,5,5,5,5,5,3,4,3,5,2,3,5,3,5,5,5,3,3,5,3,0.22904706192852972,0.07408057208284873,0.12287960619973959,0.07966600204574269
6,5,5,6,6,6,3,3,3,3,7,7,7,7,7,7,7,1,2,2,4,4,4,5,3,25,4,2,2,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,2,3,2,3,4,2,3,-0.07363694866122192,-0.04929679819556806,0.07664529654062643,-0.022113508709717795
7,7,7,7,7,7,7,7,4,5,2,2,1,2,1,2,3,1,1,1,7,1,3,1,1,38,2,7,7,7,7,3,1,7,6,3,1,3,4,6,1,6,6,2,6,2,1,5,6,6,6,2,-0.5150524111558039,-0.16501823560592455,-0.35396684826942265,-0.13921318139719274
7,7,7,5,7,7,1,7,1,6,7,6,3,7,7,6,7,7,4,7,7,5,5,4,4,87,4,4,1,7,7,1,7,4,4,6,3,5,2,1,6,1,1,6,3,6,6,6,1,4,6,5,0.26172241340218716,0.062896372364567,0.1368626143032842,0.10628396036911367
6,5,6,5,7,6,7,2,6,7,1,5,1,2,1,6,5,1,1,1,2,6,1,1,7,25,2,6,7,1,7,7,1,1,3,4,1,5,2,6,5,6,3,1,4,3,4,5,5,5,6,1,-0.3121763553646807,-0.12338817428388374,-0.10501441983176793,-0.107033129243187
3,4,5,4,5,6,1,2,3,4,5,6,NA,7,NA,6,NA,7,6,6,6,6,7,6,7,90,5,6,7,6,5,6,7,6,1,1,1,1,3,1,2,1,2,2,2,1,2,6,5,5,5,6,0.13900844978552437,0.019315353748132327,-0.2016081569311766,0.04246762896699229
6,5,6,3,5,5,5,3,3,5,6,5,5,6,3,3,5,3,5,5,5,5,4,3,3,70,6,5,3,5,5,5,3,5,5,4,5,3,5,3,4,6,6,4,4,4,5,6,3,4,5,4,0.0034345041720368133,-0.019824456780634485,-0.053031834098138955,-0.024333889679310675
4,4,4,4,4,4,5,3,4,4,4,4,5,4,4,4,7,4,6,5,7,6,7,4,4,60,5,4,4,4,4,4,4,4,3,4,4,4,3,3,2,3,3,5,2,6,4,6,1,2,5,4,-0.05480972904640411,-0.05692398137788478,-0.05280623878634003,-0.021751336329453093
7,7,7,7,7,7,NA,NA,NA,NA,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,90,7,NA,NA,NA,NA,NA,NA,NA,1,6,5,6,6,1,5,3,1,6,3,6,6,6,1,2,3,2,0.34017942303107473,0.0884509615147605,0.3430565625128691,0.09654358427952424
5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,6,NA,6,5,5,5,5,5,5,5,5,4,5,4,4,3,4,4,4,5,3,4,4,4,4,4,4,4,0.09352465219332222,0.030960056192688996,0.1255662762214088,0.011828719892063345
6,7,7,4,7,7,1,5,1,1,5,4,3,6,7,7,5,7,5,7,7,7,6,2,4,40,4,1,4,2,1,1,4,4,4,6,6,3,6,2,3,1,1,5,6,6,4,6,1,4,4,1,0.1585686808811016,-0.029421316633979892,0.15303169835971803,-2.8907435589449123e-5
3,4,7,7,7,7,4,1,1,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,100,7,1,7,7,7,7,7,1,6,6,6,3,1,3,6,1,1,6,1,6,6,6,1,1,6,6,0.416814639107276,0.1889068194187002,0.21755373995567315,0.15916435235898405
5,7,7,7,7,7,7,1,7,7,7,5,1,7,7,7,7,1,4,7,7,6,6,7,6,30,1,4,7,7,7,4,1,7,5,3,1,6,1,3,6,6,6,1,1,6,1,4,3,2,6,1,-0.09474748566885914,-0.017894890540718307,-0.1449489025371235,0.007011582842127155
1,7,1,7,7,7,4,6,3,6,4,7,2,7,1,7,6,5,5,4,7,3,4,5,6,65,4,6,6,6,6,6,5,3,4,1,6,6,1,1,4,3,2,5,2,6,6,4,3,4,2,6,0.1825856954820753,0.09729858798959927,0.12393834718881991,0.05721546865306285
7,7,7,7,7,7,7,1,3,7,7,7,6,6,6,7,7,6,7,6,7,6,6,6,7,50,7,1,7,1,7,1,7,1,6,4,6,6,1,1,6,5,2,6,1,6,5,5,1,1,2,5,0.3222346377871114,0.15548651240942593,0.2889908896509486,0.11767543362234412
5,3,2,4,4,4,5,7,2,7,5,7,5,4,3,7,7,2,5,3,7,3,3,2,7,60,4,5,4,2,2,1,7,3,5,2,2,6,4,3,1,1,1,2,4,4,3,5,3,1,6,5,-0.13161486401219213,-0.03588187536110925,-0.06298265415584052,-0.06517490706500964
7,7,4,6,4,5,6,6,2,3,7,7,6,4,5,5,5,6,2,5,7,4,6,6,3,55,6,3,7,5,5,3,6,4,6,2,3,4,5,2,4,1,2,5,4,5,4,6,1,4,3,3,0.02548391746770167,0.01825407331307775,0.002258676924741981,-0.00585971557986735
5,5,3,3,2,2,6,3,2,2,5,3,5,6,3,5,5,2,3,2,5,6,6,6,5,75,4,5,5,5,6,6,5,5,4,3,2,4,5,2,4,3,4,5,5,3,4,4,4,6,3,3,-0.05619676927640303,-0.09241876715417602,-0.12593703610533688,0.006599942765425077
7,5,5,3,5,4,7,3,5,5,5,6,7,6,5,7,7,3,2,3,5,3,5,5,5,50,3,5,5,5,5,5,5,5,6,5,3,3,3,4,4,4,3,4,5,5,4,6,3,4,6,4,-0.05735419929580008,-0.011370230860030583,0.002251457531023339,-0.016661757992128462
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,70,5,1,7,7,7,1,1,1,6,6,5,6,6,1,6,1,1,6,6,6,2,6,1,1,1,6,0.3454857143963064,0.16033774667321715,0.2339888821046272,0.17647542074891842
7,7,7,7,7,7,7,1,5,7,7,7,7,7,7,7,7,7,7,7,4,6,7,7,7,100,6,1,7,1,1,1,7,1,5,6,6,5,3,1,6,1,1,4,5,6,5,6,1,1,6,3,0.4225504055099947,0.1589041045343654,0.27973480315385935,0.12589114425017398
7,7,7,6,7,7,5,7,4,7,6,7,3,5,3,7,7,4,2,2,6,5,6,4,6,25,4,1,6,2,4,1,6,5,6,5,5,3,1,5,4,1,1,5,2,5,6,5,3,1,4,3,0.034053312117321016,0.046646853664974265,0.2091623236280801,-0.006071306517803851
6,7,6,7,6,7,1,1,2,5,6,7,7,7,5,6,7,5,6,7,7,5,6,5,6,76,6,2,5,4,2,1,4,3,6,4,5,5,3,2,6,2,1,2,2,6,4,4,1,2,2,3,0.19782186902808369,0.07372041396845495,0.06024478617228489,0.0510075469062682
6,4,6,5,4,7,7,7,1,7,7,7,7,4,7,5,6,6,7,7,5,6,7,4,5,80,5,7,7,5,3,1,7,1,5,6,5,4,2,3,5,1,4,6,3,6,1,6,6,4,4,6,0.16258523601766162,0.0899060696445814,0.11781464361901703,0.078911760505325
5,5,4,5,5,5,5,4,5,5,5,3,3,3,3,5,3,5,5,3,5,4,5,5,4,30,4,5,4,5,5,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-0.19515465146186994,-0.054223715136247706,-0.1467306044564066,-0.03005599104631516
7,7,7,4,6,6,4,5,4,7,7,5,4,4,6,5,7,2,4,3,7,6,7,6,6,52,NA,6,4,6,5,4,4,5,6,5,1,5,6,2,5,1,2,3,1,6,6,6,1,5,4,1,-0.08741291092439321,-0.03126830614014407,-0.06350427005599299,0.02697694787100906
5,5,5,4,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,7,5,5,5,5,5,5,5,4,5,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0.07336992976378257,0.00834503026545955,0.0358976972824631,0.015511980662679717
6,6,6,6,6,6,5,6,3,6,7,7,4,7,6,7,7,3,6,3,7,3,5,4,6,80,4,2,6,2,1,1,7,4,6,6,4,5,2,4,3,4,1,4,4,4,5,5,1,1,4,4,0.11253113798116907,0.051046844628683086,0.17701422472072442,0.026775141634216494
6,6,6,6,6,6,6,7,2,7,7,7,6,6,4,6,6,6,6,6,6,5,6,6,6,70,5,3,4,3,5,3,6,3,5,4,4,6,4,3,4,3,1,5,4,5,4,6,2,4,5,6,0.19031022571834968,0.10233066989200361,0.13377684290456562,0.08700409802781525
7,7,4,4,4,4,4,4,2,7,4,7,7,7,4,7,7,4,7,5,7,7,7,7,4,50,4,5,4,7,4,4,4,4,6,6,2,5,4,4,6,1,2,4,5,3,6,6,1,5,6,1,0.078888781626765,0.006032632852054768,0.029193364024819302,0.04572028774274418
7,7,7,5,7,4,4,4,4,6,5,2,1,3,5,5,1,1,1,1,5,1,6,3,5,30,2,6,7,7,7,7,7,1,1,1,1,3,5,6,2,5,4,3,5,4,2,4,2,5,3,4,-0.43052050099858163,-0.14304159518555074,-0.2284799724519626,-0.11303516231283328
7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,100,7,7,7,1,1,1,7,1,6,6,6,6,1,1,6,1,1,6,6,6,6,6,1,1,6,6,0.4471036753586962,0.18661460529958637,0.28341915630629677,0.18996287357746067
7,7,7,6,7,7,4,4,4,4,4,7,2,5,2,7,6,3,3,5,6,6,6,3,5,34,3,6,7,7,7,6,5,5,3,3,2,5,5,4,4,6,5,4,6,4,5,6,3,3,6,2,-0.039518921766556525,-0.040022252886037515,0.06684324047954093,-0.04429733037984442
1,4,4,4,4,4,4,6,2,5,2,2,6,1,2,5,2,1,1,2,4,5,5,5,5,30,4,4,5,4,3,2,7,2,2,2,1,4,4,6,2,4,1,1,6,5,3,3,1,5,3,1,-0.4551289329222695,-0.15839834733759703,-0.3313121502007098,-0.13027582388650322
7,7,7,7,7,7,7,1,1,7,7,4,6,7,1,4,6,7,7,4,7,1,7,6,7,80,6,1,4,1,1,1,7,1,5,6,6,6,1,1,6,1,1,6,6,6,6,6,1,5,6,6,0.2722375065461341,0.12593120663075902,0.2239599167050145,0.14888539366318093
6,5,6,4,4,5,4,4,4,4,5,7,7,6,3,7,6,7,6,4,4,4,4,4,4,90,6,4,4,4,4,4,4,4,4,3,4,4,6,2,6,3,3,5,4,6,4,6,2,3,3,5,0.14736289304145012,0.023608604449514032,0.025191816398968205,0.022866790579518494
7,7,7,7,7,4,5,5,3,7,6,7,6,6,5,6,6,3,6,6,7,5,5,5,5,85,4,3,5,6,5,5,7,5,5,5,3,3,4,4,4,3,2,4,3,6,3,6,1,3,6,3,0.10259212593744775,0.023513378867092892,0.13503004807113111,-0.0018846568725170182
6,6,6,6,6,6,1,6,4,4,6,7,6,6,5,7,7,3,5,5,6,3,6,4,4,50,4,6,6,6,6,6,6,5,3,5,4,6,5,5,5,6,5,4,5,5,5,6,3,1,5,5,-0.04469535072487527,-0.006767085362948113,0.07676312801768402,-0.026193494151883857
6,6,6,5,5,6,6,5,3,5,5,3,2,4,2,5,3,2,4,2,5,4,5,5,2,45,3,5,7,5,6,5,3,6,2,2,2,5,5,4,3,3,3,4,5,4,2,5,1,5,5,4,-0.254648231510236,-0.08413660283748922,-0.23982958631286427,-0.046716520373076706
6,6,5,6,6,5,6,2,2,6,6,5,6,6,6,7,6,6,6,5,6,5,6,6,7,91,5,6,6,5,2,2,6,2,4,5,4,4,3,2,5,2,3,3,4,6,5,4,3,3,4,4,0.17919323759180905,0.04799997715643487,0.04330250834443149,0.07367598418171976
5,4,4,4,4,5,5,6,3,6,5,6,5,5,6,5,5,4,3,3,6,4,5,4,4,70,4,2,5,3,4,3,6,3,4,4,4,3,2,5,4,3,4,3,4,5,4,5,3,2,5,5,-0.04875113795213622,0.004801898238915863,-0.06741348719494035,-0.0357191087589839
6,5,5,4,4,4,6,4,1,6,5,4,3,5,3,5,5,5,3,5,5,5,5,3,4,47,5,5,7,5,5,5,2,2,3,5,5,4,4,4,3,1,4,3,4,4,3,4,3,3,3,3,-0.05986151055403808,-0.06114098120174479,-0.06584904852391463,-0.035721561325701076
6,7,6,7,7,7,7,6,1,7,7,7,7,7,6,7,7,5,6,4,7,4,7,7,4,75,4,7,7,6,6,5,4,4,5,5,5,6,6,6,6,4,3,2,4,6,5,6,1,4,5,3,0.10420969908998615,0.08172613427715703,0.04065007604071306,0.032493825923003615
7,7,7,7,7,7,NA,NA,NA,NA,4,5,7,6,4,6,6,4,6,6,6,4,3,4,1,70,5,5,5,6,7,7,6,7,2,1,2,2,1,1,3,3,1,2,3,5,4,4,5,4,5,2,-0.05569898697633724,-0.03690207816109984,-0.2218199078986139,-0.0685598980761558
7,7,7,7,7,7,7,1,1,7,7,7,6,7,1,7,7,7,7,7,7,7,7,7,7,80,3,1,7,1,7,1,7,1,6,6,3,6,3,3,6,1,3,6,6,6,6,6,1,6,6,1,0.3701861302119053,0.11869561166631329,0.2880114278522378,0.14080599178065345
7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,100,6,1,7,1,1,1,7,1,6,6,6,6,2,2,6,2,2,6,6,6,6,6,2,2,6,2,0.4700049653085334,0.16117278305738542,0.3595876011757271,0.15098357715127475
7,7,7,7,7,4,NA,NA,NA,NA,4,7,7,4,5,7,7,5,7,3,4,5,7,6,7,60,4,7,7,1,7,1,7,1,6,6,4,6,4,2,5,5,6,6,1,4,4,6,5,6,6,6,0.1416834294142553,0.08498067706681896,0.25161694549751673,0.08828513929756235
7,7,7,7,6,7,NA,NA,NA,NA,6,3,1,3,2,7,5,4,7,6,7,1,4,1,7,30,1,1,1,7,7,7,7,1,6,3,1,6,6,6,6,1,6,6,1,5,3,6,6,6,6,3,-0.2360609221000684,-0.07787263230004167,0.031424160005052805,-0.013911451399191468
7,7,5,5,5,5,NA,NA,NA,NA,7,7,7,7,1,5,7,7,7,7,7,7,5,5,5,60,4,NA,NA,NA,NA,NA,NA,NA,3,6,1,6,4,3,6,6,4,3,6,6,1,6,4,6,6,6,0.19207571350197017,0.04709002555842997,0.056545078349167256,0.08004659771994801
7,7,7,7,7,7,NA,NA,NA,NA,7,7,4,5,5,7,5,7,7,7,7,7,7,7,4,30,4,7,7,7,7,7,7,1,6,5,1,3,6,1,3,1,6,6,6,3,6,6,6,3,5,4,0.14526523070981973,0.08131449763313223,0.03389480394833917,0.10320690712798497
1,1,7,7,4,7,7,7,1,7,7,7,7,7,4,7,7,1,7,4,7,7,7,7,7,50,4,7,7,7,7,7,7,1,6,4,1,6,4,1,6,1,6,6,3,6,6,6,6,6,6,6,0.08607320228564157,0.09442330623627651,-0.04592833345455549,0.12174366771732326
3,5,6,6,6,6,7,2,6,7,5,5,3,3,5,6,6,2,2,3,5,3,3,6,6,55,3,1,7,6,5,5,5,2,4,2,1,4,5,5,6,2,4,2,5,4,5,3,3,4,4,1,-0.2332467855582469,-0.04073100591859481,-0.1509728739183313,-0.06190999920245536
4,5,5,6,5,6,5,4,5,5,4,6,6,3,2,4,6,3,5,6,5,4,4,4,4,60,4,6,4,7,7,4,6,7,5,4,3,4,6,5,6,4,4,4,4,4,5,4,3,6,4,2,-0.14808043020107525,-0.050467491780662024,-0.02104917252056886,-0.06512394135716819
7,6,7,6,7,7,6,4,3,7,5,7,1,6,2,7,7,7,6,6,6,3,5,4,3,50,4,1,6,7,6,5,7,4,5,5,4,6,6,5,4,4,4,4,6,5,4,6,4,5,6,4,0.10142951826966232,0.06491113332478791,0.11927925568817302,0.005499682818850554
5,5,5,5,5,5,3,3,2,7,4,4,5,4,2,5,5,4,4,4,5,3,5,4,4,70,4,6,6,4,4,4,7,4,2,3,3,6,4,6,3,1,3,3,4,4,3,3,2,2,6,4,-0.16157338400815152,-0.06049686843044814,-0.12631250723786516,-0.04466878849140432
7,4,4,6,4,6,1,1,1,7,7,7,6,6,6,6,6,2,6,6,6,6,6,6,4,100,6,2,5,1,1,1,1,1,6,1,4,1,1,4,5,6,1,6,4,6,6,6,4,6,6,6,0.05986885705965635,0.0787484463706139,-0.15140334672634073,0.06364107558388052
7,7,7,7,7,7,1,7,1,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,100,7,7,4,6,6,1,6,6,6,6,6,6,1,1,6,1,1,6,1,6,6,6,1,1,6,6,0.31337575438254683,0.12050293979265041,0.20192276615072813,0.1513555590349195
6,5,6,5,6,6,4,4,4,4,1,4,1,1,1,4,1,1,1,1,6,1,1,1,4,30,1,4,5,2,2,1,7,1,6,1,1,4,1,6,1,6,6,1,4,4,1,1,6,4,6,1,-0.4813113252693437,-0.1374272506626132,-0.26823822700312616,-0.17331146074341153
6,6,7,3,5,5,5,6,5,6,2,3,2,3,3,3,2,2,3,5,4,2,2,3,4,75,4,5,3,5,5,4,5,3,5,5,3,3,3,2,3,2,2,2,2,4,4,3,2,2,3,2,-0.2247718661532468,-0.0879819217054594,-0.16300847902151794,-0.060988347747815176
