SRF034.B,SRF035.B,SRF036.B,SRF037.B,SRF038.B,SRF039.B,SRF061.B,SRF062.B,SRF063.B,SRF064.B,SRF019.B,SRF020.B,SRF021.B,SRF022.B,SRF023.B,SRF024.B,SRF025.B,SRF026.B,SRF027.B,SRF028.B,SRF029.B,SRF030.B,SRF031.B,SRF032.B,SRF033.B,SRF072.B,SRF073.B,SRF065.B,SRF066.B,SRF067.B,SRF068.B,SRF069.B,SRF070.B,SRF071.B,SRF001.B,SRF002.B,SRF003.B,SRF004.B,SRF005.B,SRF006.B,SRF007.B,SRF008.B,SRF009.B,SRF010.B,SRF011.B,SRF012.B,SRF013.B,SRF014.B,SRF015.B,SRF016.B,SRF017.B,SRF018.B,L9,L10,L7,L4
1,3,1,2,1,2,1,1,1,1,1,3,2,1,1,2,1,3,1,2,3,1,2,1,1,90,4,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,2,1,1,1,1,2,1,2,-0.3802602372098639,-0.22707977575419389,-0.40283250832393713,-0.16746060802046583
7,5,7,4,7,5,7,5,5,5,5,7,5,1,3,3,7,7,7,5,5,4,5,5,7,30,4,7,5,5,5,7,7,3,6,1,1,4,6,4,4,3,4,4,6,4,4,6,4,6,6,3,-0.1278164774223643,-0.010790039805910177,-0.017346301671825277,-0.041384264410082985
7,7,7,7,7,7,7,5,5,7,7,7,7,7,1,7,7,7,7,4,7,3,7,7,7,100,6,7,1,5,7,7,7,1,6,6,6,6,4,6,6,1,1,6,6,6,6,6,1,3,6,6,0.26828961136382073,0.15677375210328087,0.2694243150961312,0.14100305498060908
3,4,4,4,3,5,5,3,3,5,5,7,5,7,4,3,7,5,5,4,5,5,5,3,5,73,5,5,4,3,5,3,7,3,5,6,4,6,5,3,6,3,3,4,5,4,4,5,4,4,6,5,0.15044837617140874,0.027324888672789045,0.09477584606643039,0.03431181446365279
7,4,7,7,7,7,7,1,1,7,5,7,7,7,4,7,7,7,7,7,7,7,7,7,4,100,6,1,7,1,1,1,7,1,4,4,4,6,3,3,4,3,1,4,4,4,4,4,3,4,4,4,0.33998019936443064,0.1425743321333192,0.07773979277502577,0.0941468742770867
7,7,7,5,7,7,7,4,4,7,7,7,4,7,4,7,7,4,7,7,7,4,7,7,7,50,4,4,4,1,4,1,7,1,6,6,6,6,6,6,6,1,1,6,6,6,6,6,1,1,6,6,0.1721854897904051,0.1447551910875698,0.27979343904579346,0.10850586398714908
7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,98,7,3,7,7,7,1,7,1,6,6,3,6,5,1,6,4,1,6,3,4,4,6,1,1,4,4,0.3884665989857671,0.14704359479266402,0.24856899288147144,0.17459554201339694
4,5,5,6,5,5,4,3,3,5,1,5,6,4,4,7,5,5,3,3,6,3,4,2,4,65,2,3,6,4,4,4,6,3,6,4,4,5,6,4,5,3,4,4,6,5,3,4,5,5,6,1,-0.058744087887152976,-0.05553204490439908,0.021912333538252744,-0.05741815964813394
7,7,7,7,7,7,6,4,1,7,6,3,4,4,3,4,2,4,2,2,5,7,5,6,1,60,4,1,7,5,1,1,2,7,2,3,3,5,5,1,3,1,5,3,5,4,3,6,5,6,2,1,-0.02554432906091992,-0.0334716436405791,-0.1665366404560638,-0.014323594507135362
7,7,7,7,7,7,7,4,1,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,30,6,1,6,1,1,1,7,4,6,6,6,5,1,1,6,1,1,6,1,6,6,6,1,1,5,6,0.35042534628978583,0.16892199301055047,0.3104505015278293,0.139963895591613
6,4,5,4,4,5,NA,NA,NA,NA,5,6,4,4,5,5,5,5,3,2,5,4,4,5,4,68,4,5,5,4,4,4,4,3,4,4,4,4,2,2,5,2,2,4,3,5,3,6,5,4,4,3,-0.022589755935928418,-0.00876690344680637,-0.0714306918850837,-0.005658496650832902
6,6,6,5,6,5,7,6,3,5,5,6,5,5,3,6,6,2,3,3,5,3,3,5,5,70,4,3,7,7,7,3,3,3,2,2,3,2,6,5,3,3,3,4,4,4,4,4,3,3,4,3,-0.1128632597179436,-0.0356270565747308,-0.030820714162844765,-0.06332007498398559
7,7,7,7,7,7,6,3,4,7,4,5,6,1,1,4,5,7,6,7,5,7,3,1,6,40,4,7,2,7,6,3,1,3,5,1,2,5,6,4,2,6,6,5,6,5,1,4,3,6,2,1,-0.09740064761992416,-0.0713649801740831,-0.021535375854133905,-0.02437667513703481
7,5,7,7,5,6,2,5,6,6,5,7,6,7,6,5,5,7,6,4,6,7,6,5,5,75,5,4,5,4,5,5,6,5,2,3,5,4,3,1,2,4,4,2,5,4,2,4,3,1,4,6,0.2255272461819343,0.0700037034240423,-0.015071400347968052,0.03288670286774399
6,7,7,6,7,4,7,6,1,7,6,6,5,5,5,7,5,2,4,5,7,6,6,7,3,60,5,6,6,3,5,3,1,5,5,4,4,3,3,3,4,2,1,5,3,5,4,5,1,1,3,5,0.007543984465877747,0.03373905945211503,-0.01589103830686572,0.023822229839726226
1,1,1,1,1,1,6,5,5,7,7,7,5,5,7,7,7,1,6,4,4,5,7,6,6,48,5,6,5,5,5,2,5,3,5,6,5,4,5,1,4,1,1,6,1,6,6,6,1,1,6,6,-0.014069715275795674,0.0041527563181334385,0.06329883390846366,0.008452589312111755
2,3,6,6,5,7,1,3,1,1,7,7,5,5,7,7,7,4,5,7,7,6,6,6,7,90,6,3,1,4,2,5,6,7,6,5,4,6,5,5,4,6,1,3,5,6,5,6,4,6,6,4,0.09624032050623942,0.04155694317048149,0.05609097885616863,0.029981096434443327
6,7,7,7,7,7,1,7,1,7,6,7,3,4,5,7,6,5,1,4,7,7,6,6,4,25,3,6,6,7,4,4,1,7,5,5,1,2,3,2,6,1,6,5,6,6,5,6,1,3,6,1,-0.023140608829542754,-0.01515337293121748,-0.03574923105207317,0.025098250288803203
4,5,5,3,3,4,1,2,3,7,4,4,7,7,6,5,7,4,3,7,7,4,5,2,4,60,3,7,3,6,6,5,4,7,4,3,2,6,6,2,3,4,1,6,5,3,3,6,4,5,6,6,-0.03878042679125733,-0.07479366926424949,-0.11224890142242179,0.03292802589239827
6,6,6,7,6,5,6,5,4,6,6,5,4,5,2,5,5,4,5,5,6,4,5,5,4,60,4,6,6,7,7,7,7,5,6,5,4,6,6,6,4,5,5,5,6,5,4,5,5,5,6,4,-0.03545631221421374,0.005931494017876511,0.06071255644749244,0.008721159339504205
7,7,7,7,5,6,7,4,3,4,7,7,4,6,4,7,5,4,5,7,7,3,7,5,6,65,5,3,1,3,5,1,7,7,5,1,2,3,3,4,3,2,2,5,6,5,6,6,1,4,6,1,0.013816550246712706,-0.01659588596924853,0.07489675112227372,-0.032439287992555244
5,5,5,4,4,4,4,3,3,5,NA,NA,4,4,3,4,4,4,5,4,4,4,4,3,3,NA,NA,4,4,4,4,3,3,3,5,4,3,4,4,4,4,4,4,4,5,4,3,4,3,4,4,2,-0.0969741512099539,-0.07290355601481677,-0.09029948834934139,-0.04668985988895579
5,5,5,5,4,4,6,1,1,6,7,7,5,6,1,7,7,7,7,7,7,7,4,6,7,100,6,1,6,1,1,1,7,6,1,5,6,4,1,6,5,1,6,6,6,1,1,6,6,6,6,6,0.3010212405683601,0.0691085701735812,0.27945484904972073,0.05784639468941153
6,6,6,6,5,6,6,2,1,6,6,6,6,6,5,6,6,6,6,6,6,6,5,4,3,87,7,1,1,1,1,1,4,4,6,6,6,5,1,1,6,1,1,6,2,6,5,6,1,2,6,3,0.28032915734293923,0.06694959222310994,0.18091533326481063,0.06800493668704587
5,7,4,4,5,4,3,5,1,7,NA,NA,4,3,2,5,3,1,3,4,4,1,2,3,6,50,2,1,2,2,2,2,6,2,6,4,1,3,5,5,3,5,1,1,6,3,5,6,1,1,4,1,-0.3502412960805608,-0.1209585875619191,-0.18610768431522565,-0.08862654165610531
7,7,7,7,7,7,2,5,1,1,7,7,5,5,6,7,5,3,4,7,7,6,7,4,4,50,4,4,7,6,7,4,7,4,4,6,5,6,4,2,6,1,1,6,2,6,5,6,3,4,6,6,0.14196936106748273,0.05314838458847412,0.23634853054417512,0.03742843859185087
6,4,5,4,4,5,7,1,2,4,4,5,4,4,5,6,5,4,4,3,7,4,5,4,4,77,4,4,5,7,7,4,4,5,4,3,4,5,5,3,4,2,1,4,6,4,4,6,1,2,4,3,-0.035767641167473045,-0.038518430760252145,-0.05003330818896341,-0.036747284517813374
7,7,7,7,7,7,7,4,4,7,7,7,7,7,6,7,7,7,6,5,7,6,7,7,7,89,6,1,7,4,4,1,4,4,6,6,5,5,6,1,6,1,1,6,6,6,5,6,1,4,6,6,0.3913684016037543,0.16432691510639658,0.26279020046252743,0.1687547031134456
4,4,5,5,5,5,1,2,2,5,7,7,6,7,7,7,7,7,7,5,5,5,5,5,5,44,5,3,4,4,4,2,6,3,3,5,5,6,3,3,6,3,3,5,3,4,4,4,3,4,4,4,0.18170774692121033,0.03840107290918266,0.14215892064136507,0.03230383958453702
7,6,7,6,6,5,7,1,2,5,2,2,1,1,5,1,7,4,4,3,3,1,7,2,1,22,2,1,1,2,5,1,1,7,5,6,3,6,6,3,1,1,5,4,6,4,3,6,6,5,4,5,-0.31939266350454,-0.1095827856319267,-0.13914893738536552,-0.07051367397579997
5,4,6,5,6,6,5,4,2,6,6,7,7,6,5,7,7,7,7,5,6,5,6,5,4,95,7,2,5,2,2,2,6,3,5,5,6,5,3,2,5,5,3,5,4,5,5,4,4,6,6,3,0.27882809473789744,0.08850733997039842,0.1663047735802529,0.04369451498336172
7,4,7,6,7,6,7,7,7,7,4,4,4,1,1,4,6,6,6,6,5,1,1,1,1,75,4,4,7,1,7,4,7,4,6,4,6,6,1,6,1,3,4,5,6,1,1,6,6,6,6,1,-0.1845075735133017,-0.05720231446470451,0.03371819340126937,-0.11974965078258955
5,5,4,5,4,5,7,5,2,7,6,5,4,4,2,5,5,2,5,4,5,3,3,3,4,59,4,4,5,5,5,4,2,6,4,4,5,4,5,3,4,2,1,4,5,4,4,5,3,1,4,3,-0.12532998433462408,-0.055855135770190745,-0.022489188807954325,-0.06137824006115681
7,7,7,7,4,7,7,3,3,5,7,7,7,7,7,4,7,5,7,7,7,4,7,7,4,70,4,3,7,3,3,1,7,7,4,6,6,1,1,1,6,1,1,4,1,6,4,6,1,1,6,6,0.21713882005622276,0.11056945890635261,0.1007249775369059,0.06100895307710752
7,3,7,6,7,7,7,2,5,1,7,7,6,1,3,2,7,1,6,7,3,7,7,1,7,80,4,1,6,7,7,5,7,7,6,4,1,6,1,6,6,3,6,1,1,6,6,6,6,3,6,6,-0.1311041939540412,-0.025058943527077836,0.0032084556476868393,-0.08294035231108463
6,6,6,7,7,7,4,4,4,6,4,6,4,5,4,6,5,4,4,4,6,4,5,4,5,40,5,6,5,5,4,4,5,6,6,4,6,4,5,4,5,4,4,6,3,6,4,6,3,5,3,4,0.023541072698355314,0.03590075036930569,0.13667305030282922,0.008225718849129841
7,7,7,7,7,7,7,6,1,7,7,7,7,7,2,7,7,6,2,4,7,7,7,6,5,64,4,1,7,1,1,1,7,1,6,6,5,3,6,1,2,1,1,2,2,3,1,3,1,1,2,2,0.3006109130611176,0.1248273918037269,0.12982645906126497,0.06347752236368377
6,6,6,6,6,6,6,7,2,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,70,4,2,4,4,3,3,5,5,5,5,4,5,4,3,5,2,1,5,5,5,5,5,1,3,5,3,0.18239615529487924,0.054218806295110465,0.1458410118930255,0.0652257772951724
5,5,6,6,7,6,4,4,4,5,5,7,5,6,4,7,7,6,7,7,7,3,5,4,4,41,7,5,7,5,6,6,4,4,1,2,6,3,2,4,6,1,1,1,3,6,6,5,1,1,4,3,-0.004656633805810687,-0.001168742122343339,-0.02970366959586799,-0.10158911285004472
6,5,7,4,4,4,7,7,1,7,7,7,1,6,7,6,7,2,1,2,7,2,6,7,6,50,4,6,7,5,6,4,5,1,5,1,3,4,1,4,2,2,2,5,1,6,6,4,1,3,3,4,-0.0857680320130085,0.022850314201866444,-0.04134817962756311,-9.807478409370111e-4
7,7,7,7,7,7,7,6,7,6,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,50,4,6,7,6,6,1,7,1,6,5,5,5,5,5,6,5,5,5,5,5,6,6,5,5,5,6,0.22036777001033267,0.1434414692212619,0.187980949041769,0.11856377712061897
6,5,5,5,6,6,5,5,3,6,3,6,6,6,2,3,4,3,5,2,2,2,4,2,4,75,4,4,5,2,4,2,5,4,2,5,5,3,5,4,2,3,3,5,5,4,3,6,2,3,2,5,0.001137640485177577,-0.011480047675420218,0.0963456969385455,-0.03879821639783778
4,6,4,7,5,4,5,1,1,NA,7,7,6,5,6,7,7,NA,7,7,7,6,7,4,7,99,7,7,6,4,4,4,7,1,6,6,6,1,4,2,3,1,1,6,5,5,4,6,1,1,NA,6,0.3081253711545476,0.08889145191745121,0.2287938070720133,0.09123498453839654
3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,4,5,5,5,5,25,2,4,4,5,5,5,3,5,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,-0.22005204237606213,-0.08610896130898668,-0.1760847029788717,-0.06265721533303513
7,7,7,7,7,7,5,1,7,2,4,4,5,5,5,5,5,4,3,1,5,5,5,4,5,40,3,1,7,6,4,1,6,2,3,2,1,4,5,6,4,4,4,2,4,4,4,5,4,6,6,1,-0.15613542099246835,-0.06958230495174363,-0.11966338996722961,-0.06383776966072265
5,4,5,5,4,6,4,4,4,4,4,4,4,3,2,4,4,3,3,3,3,5,4,3,4,60,4,4,6,3,3,4,4,4,1,4,1,5,2,6,3,4,2,2,4,4,3,2,3,5,3,3,-0.2656284579526982,-0.12046555148634548,-0.21529173796113138,-0.08025525108249494
6,5,4,5,6,5,1,1,1,1,6,6,7,4,6,4,5,5,5,7,6,7,5,6,6,75,6,1,2,1,1,1,1,1,4,5,4,5,5,1,4,1,2,5,3,6,5,6,4,1,4,3,0.14693025721384642,0.014565943000808467,0.09094434563926598,0.05389120268008781
6,4,5,5,3,4,5,7,5,7,6,7,5,2,3,5,1,4,2,3,7,3,5,3,6,30,7,5,7,5,1,6,2,6,1,2,4,4,1,5,2,3,3,4,4,NA,3,4,1,1,5,3,-0.24346393097625696,-0.10237272065614962,-0.0036196002487376743,-0.12533226824445037
5,5,5,5,5,5,5,4,3,5,4,5,4,5,4,4,5,4,4,4,5,4,5,4,5,25,2,5,3,5,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,-0.12336825150329593,-0.044380921031551016,-0.0659160494965095,-0.02977146228489248
6,7,7,6,5,6,5,7,1,5,4,5,1,1,1,4,5,4,2,1,3,3,4,4,2,10,2,4,4,4,4,4,4,5,4,1,1,3,4,6,4,2,4,3,4,4,4,4,2,3,4,1,-0.39447918524121367,-0.11583666214056987,-0.23613399452806316,-0.13366677063803364
7,7,2,4,5,6,1,4,1,7,2,7,7,1,4,7,7,7,7,1,6,1,1,1,7,1,3,7,7,4,1,7,7,4,6,1,6,5,1,6,6,1,6,1,6,6,6,6,1,6,6,6,-0.22346777831475095,-0.012581984436575929,-0.015365243428409666,-0.09829931702708813
5,7,6,7,7,6,4,7,3,7,7,6,4,4,5,7,6,6,4,6,7,5,5,6,5,50,6,7,4,6,6,2,4,3,6,4,3,4,2,4,3,1,4,5,5,6,3,5,3,2,4,3,0.0017962993547813195,0.02905909864236831,0.015056729440889486,0.04383830713706828
6,6,4,6,7,6,4,4,5,5,5,6,6,5,4,6,3,2,3,1,7,6,5,6,4,75,3,4,5,6,4,4,3,4,5,3,4,4,4,5,5,4,2,5,5,5,5,5,1,5,5,4,-0.009076916835087202,0.029150045004101198,-0.002622556005119435,0.01063162045675654
4,5,5,5,6,6,5,4,4,5,4,5,4,5,3,5,5,5,4,4,5,4,5,4,4,75,4,2,5,4,4,5,5,3,5,4,3,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,-0.0041042934602483466,0.004832141812188137,-0.04646293531189041,0.0037726361148358407
6,6,6,6,6,6,4,4,5,5,4,6,6,6,6,6,6,6,6,6,5,4,4,4,4,75,6,4,4,4,3,4,3,4,6,5,5,3,1,4,4,2,4,5,3,4,5,5,3,2,5,3,0.09062580251757432,0.022837496347421674,0.06943335261745633,0.01918160899827354
7,7,7,7,7,7,4,4,4,4,7,7,7,7,7,7,7,4,7,1,7,4,7,7,7,100,7,1,5,1,4,1,7,1,6,6,4,6,1,5,5,5,1,6,1,6,6,6,1,6,6,5,0.22886371145670564,0.1229495019982707,0.25671952120949376,0.12286998657286752
4,4,4,4,4,4,6,6,1,6,5,6,7,7,6,7,7,4,5,4,7,6,6,5,3,78,4,1,7,5,3,5,3,6,5,5,5,5,4,4,5,2,1,4,2,4,4,4,1,4,5,4,0.1095593184971421,0.019525514347253404,0.0192689624134309,0.004099132698469768
6,5,6,6,6,5,4,4,4,5,5,6,5,6,6,6,6,5,4,2,5,5,5,4,5,50,4,5,5,3,4,2,5,3,5,3,2,4,2,3,3,2,2,2,3,4,4,4,2,5,5,3,-0.012439747683406058,-0.016577322078156057,-0.10236429502808864,-0.021900566269052325
2,4,5,3,2,3,7,7,3,6,2,2,2,2,3,2,2,2,3,1,2,1,1,1,2,40,3,6,5,6,4,5,3,5,2,2,2,4,4,5,3,5,5,3,4,1,1,2,3,4,3,4,-0.49377174608491076,-0.20293536512709584,-0.3424565132851131,-0.15710796029421326
7,7,6,6,6,6,7,2,2,7,6,6,5,4,3,6,7,4,7,7,7,7,7,3,7,35,3,5,5,3,6,6,2,6,1,6,3,6,3,3,5,4,3,5,6,6,5,6,3,5,3,4,0.04633634176459765,-0.033989082054246486,0.19275748677621002,0.020800139923026414
5,4,3,3,4,5,5,6,5,3,5,1,1,1,3,1,1,5,1,1,5,3,5,1,1,45,1,6,7,7,7,7,1,6,3,2,1,3,6,5,1,6,1,1,6,1,2,1,6,1,3,1,-0.49610734543690904,-0.2289199241558501,-0.4791319844847287,-0.17121396302093703
7,5,7,7,7,6,NA,NA,NA,NA,5,6,1,5,1,6,5,1,3,3,7,3,5,6,5,70,4,6,7,7,7,6,5,6,5,6,3,3,6,4,4,4,4,3,6,4,4,3,6,3,4,3,-0.07650305667127139,0.00912461052005265,-0.005118831363138329,-0.01600946268397744
5,5,4,4,3,5,3,5,3,2,3,5,5,5,6,6,5,3,2,5,4,5,2,3,5,60,2,3,6,7,5,3,2,7,4,6,2,4,6,3,5,4,4,2,5,4,2,4,3,6,4,1,-0.11885637764159232,-0.11889933917690425,-0.08376515455374944,-0.05843131720163911
5,4,4,4,5,4,6,3,1,7,5,4,4,5,6,6,4,4,3,2,5,3,4,2,4,50,4,4,3,6,5,4,4,4,2,4,2,4,3,4,2,3,4,4,3,3,2,3,4,2,5,5,-0.13837811724679458,-0.08355563067645826,-0.11099407937979884,-0.04748442527550503
5,4,7,4,6,4,6,5,7,5,4,3,2,3,4,4,3,1,4,1,4,4,7,4,4,35,4,6,5,7,4,6,7,4,4,1,1,3,6,5,3,5,5,4,6,4,1,6,6,6,6,1,-0.35821598892099343,-0.13397958880767014,-0.21941301880320654,-0.12131393245852665
5,6,6,6,6,6,6,1,5,7,6,5,6,5,5,6,5,5,6,6,7,4,5,5,3,80,5,1,5,1,1,1,7,1,4,4,1,4,5,3,3,1,3,4,5,4,4,5,2,2,4,2,0.011616514730350079,0.002787999855622586,-0.07096962574967076,0.01301323246069062
4,3,7,6,6,4,7,5,5,7,2,4,3,5,4,5,6,7,6,4,5,2,1,3,2,NA,2,3,5,4,5,4,5,3,3,4,1,2,2,4,3,4,4,2,5,4,4,6,5,6,3,4,-0.14801868123634052,-0.06575354614644542,-0.2580922397793754,-0.07270233908296009
5,4,6,5,6,6,7,5,2,6,5,6,2,5,3,5,4,4,3,3,6,3,3,3,3,10,2,5,6,7,7,2,3,6,3,2,1,5,6,5,4,4,5,4,4,4,3,4,3,3,5,5,-0.2108248838198618,-0.05674278548442514,-0.14827587466345393,-0.07089930877794623
7,6,6,7,7,7,4,2,1,5,5,7,6,NA,4,7,7,4,5,5,5,6,5,5,6,68,5,1,6,4,5,1,1,2,6,6,NA,4,5,3,5,5,4,4,NA,4,4,5,2,2,4,3,0.1884050709599393,0.06962232419998159,0.11875515848857791,0.0707800607053592
4,5,3,5,5,5,4,5,5,3,4,5,3,3,4,5,3,5,4,5,4,3,4,4,4,50,4,5,4,6,5,3,5,5,4,4,3,4,3,4,4,4,3,3,3,4,3,4,3,3,4,3,-0.1702886662340924,-0.06992201999702231,-0.08759366295890485,-0.0695534840682892
6,6,6,6,7,6,7,5,3,6,5,5,5,5,5,5,3,3,5,6,6,5,5,6,5,75,4,3,5,5,6,3,2,6,4,4,3,5,4,3,4,3,3,3,4,4,4,4,3,4,3,3,-0.003625003995320551,0.0017652470683990299,-0.032670715842529355,0.008844501931088749
7,4,7,4,4,4,7,4,5,7,5,7,NA,4,5,7,5,4,5,3,NA,6,6,4,4,60,4,5,6,7,6,4,6,5,2,3,4,3,2,1,5,1,1,4,2,6,5,5,1,4,5,6,0.03619599271756334,0.008066649969317104,-0.0064223111212603715,-0.03430583217311905
6,6,6,6,6,6,7,3,2,6,5,5,5,3,5,6,5,1,5,3,5,5,5,5,5,80,4,5,6,5,5,4,5,2,5,3,4,3,4,2,5,2,3,3,4,5,4,6,3,1,2,2,-0.06175847666711527,-6.89718685509973e-4,-0.05659607958157527,-0.024128677864032763
6,7,7,4,4,4,7,7,5,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,1,80,3,1,7,1,2,5,7,1,4,6,3,5,1,6,6,5,4,6,5,6,4,6,1,1,6,3,0.10797746445264315,0.047372898661785554,0.10207133432222226,0.03440708864352089
5,5,5,5,5,5,5,6,1,7,6,6,6,5,5,6,5,5,5,6,6,5,6,5,5,90,5,2,5,2,3,3,5,3,4,5,5,4,2,2,4,1,1,6,4,5,4,5,1,2,5,5,0.16685211161675137,0.05542465743331463,0.12767038888227508,0.05771807639305308
6,6,7,4,6,4,4,4,1,7,6,4,4,1,4,6,6,2,4,6,4,5,4,4,4,50,4,4,4,4,4,4,6,4,NA,3,5,5,2,2,NA,NA,2,NA,NA,NA,2,5,NA,NA,2,NA,-0.15480967465137802,-0.05183064271108874,-0.04036430195683713,-0.07462106120049872
4,1,5,5,5,5,6,2,3,4,2,1,1,2,3,2,1,1,2,2,5,4,4,4,4,NA,4,2,6,4,7,4,3,2,4,2,3,2,1,3,5,1,2,3,1,1,2,4,2,3,4,3,-0.3783996095017108,-0.11296041791430848,-0.3655278536824125,-0.09791102379306199
7,6,7,6,7,6,7,5,1,7,6,7,2,1,5,6,7,2,7,6,6,7,7,6,5,80,6,6,5,5,5,1,3,3,2,4,3,4,4,2,6,1,2,6,5,6,6,6,2,3,4,5,0.012042853099980115,0.03322668313234232,0.08680076416867831,0.02635996462713494
5,6,7,5,4,6,4,5,1,5,4,5,4,6,7,7,7,6,3,3,4,3,5,3,3,65,6,1,1,6,6,1,7,1,5,6,6,6,5,3,3,1,3,4,5,4,3,6,5,5,6,6,0.10245238884201051,0.048991025685883385,0.06617303503203278,0.035879539809775575
6,7,7,7,7,6,6,1,6,7,4,1,2,2,4,4,4,4,3,3,4,4,2,1,6,35,4,1,6,2,4,3,5,4,6,6,5,4,5,4,3,4,3,4,4,3,3,3,4,3,3,2,-0.16917138383924696,-0.08018307882279745,0.04203884645152724,-0.03366664971682352
7,6,7,6,5,4,7,5,7,5,6,6,4,4,3,7,5,2,3,4,6,7,6,5,5,62,4,3,5,5,5,4,6,4,4,5,5,5,6,3,3,1,2,6,6,4,2,6,2,4,5,6,0.052558373788241686,0.027473487076998353,0.1719303721622592,0.01705900778058099
4,4,4,4,4,4,1,7,7,7,6,6,7,5,5,7,7,3,6,6,7,5,5,4,5,50,5,7,7,1,7,1,7,1,6,4,5,6,1,4,4,1,1,6,1,6,5,6,1,1,6,6,-0.038464910082739126,0.01929905057311925,0.039247530586465976,0.024080781863255844
7,7,7,7,6,3,6,2,2,5,7,3,2,3,7,3,3,3,5,6,7,7,5,3,5,88,5,1,1,7,2,1,3,6,6,2,2,5,4,3,2,1,1,2,5,6,5,3,1,5,5,1,-0.07814692913331595,-0.0988415324977868,-0.11264228654452582,-0.053256122634737876
5,5,5,5,5,5,3,3,3,3,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,80,6,4,4,4,4,5,5,5,6,6,5,4,1,4,6,4,5,4,4,5,4,6,6,6,6,6,0.14283785765217658,0.05113247800493448,0.03819468286672694,0.07736500527662035
5,6,5,6,6,7,6,3,3,4,5,7,6,7,5,7,7,6,7,5,7,5,4,4,5,60,4,4,5,2,5,4,3,5,5,6,3,4,3,3,4,4,3,4,5,6,6,5,3,3,4,2,0.14965273272513918,0.017559526817680613,0.10732662373368596,0.029781370843257132
6,6,6,7,5,5,6,5,2,7,5,6,3,2,3,3,5,1,1,1,6,2,4,2,3,70,4,3,5,5,5,3,4,2,4,3,5,4,5,4,2,2,2,3,5,3,2,5,4,4,3,4,-0.19637214431332992,-0.03860801085747614,-0.03332914289825557,-0.10428281162076727
7,7,7,7,7,7,4,6,4,6,7,7,6,7,7,7,7,6,7,7,7,7,7,7,7,89,6,2,6,2,3,1,6,1,4,6,6,5,1,2,6,2,2,6,2,6,6,6,1,1,5,6,0.3777362598105501,0.15944401614700238,0.28732881993154186,0.1526180224300527
7,7,7,6,6,5,7,2,1,7,2,4,5,2,1,4,4,3,1,3,4,3,5,2,1,33,1,7,5,6,7,7,1,3,2,1,1,3,5,6,2,5,4,2,6,2,2,3,4,6,5,3,-0.39013524850014536,-0.1358978932895873,-0.3284471479311307,-0.1353930044157824
4,6,4,5,5,6,5,5,2,6,5,6,6,6,5,3,2,3,2,3,5,6,3,3,5,20,3,4,6,4,5,4,6,5,5,4,2,6,4,5,4,3,2,2,5,2,2,2,2,5,5,3,-0.08274482510709805,-0.0332911902565994,-0.03831469278586425,-0.0349897206224261
7,7,7,4,6,6,5,7,7,4,4,5,4,3,1,6,4,2,3,3,4,2,4,1,3,40,4,7,6,7,7,4,5,1,1,4,1,3,6,6,1,3,5,1,6,4,3,4,4,6,3,4,-0.3721735930111361,-0.12570893741586953,-0.1921669394211281,-0.13730781665675668
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,50,7,7,7,7,7,7,7,7,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,0.2874702665757325,0.1398597486019652,0.2917371330950211,0.1285233282483793
7,7,7,7,7,7,7,1,1,7,7,7,4,7,7,7,7,5,6,4,7,7,7,7,4,60,6,1,7,1,6,1,7,1,6,6,5,6,4,1,6,1,1,6,2,6,6,6,1,3,6,6,0.3511552000368595,0.17581196373827274,0.2199562397222171,0.14646111919788857
4,4,5,5,5,4,5,5,2,5,5,7,7,7,4,4,4,4,4,5,5,5,3,4,4,70,5,5,4,4,4,5,5,5,6,3,3,4,3,3,3,1,4,2,4,3,3,3,4,4,4,3,0.04863002964781466,-0.003694980030591226,-0.07665335993058695,-0.03825493948123548
7,4,4,4,4,5,7,4,5,7,7,7,7,7,7,7,4,4,4,5,7,2,4,5,4,70,4,1,4,1,4,2,7,1,5,3,2,4,1,3,4,2,1,6,1,6,3,1,1,4,4,6,0.04427483066374806,0.05631729420536609,-0.00410065106520435,0.03518761247980616
7,7,6,7,7,7,7,7,1,7,6,7,5,4,7,7,6,4,4,4,7,2,4,3,6,65,4,1,6,1,1,1,7,1,6,4,5,6,1,5,3,2,6,5,1,1,1,3,2,2,6,5,0.0437422722613311,0.07372807483182005,0.22245034008941503,0.011210975038089956
